Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4169,200000000,479751606,SUCCESS,3791.88
ai-ml,rwkv_trace_2.champsimtrace.gz,0.6812,200000000,293589824,SUCCESS,3849.67
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6183,200000000,323447659,SUCCESS,3847.87
gtraces_v2,sierra.a.4_0000.champsim.gz,0.3359,200000001,595393776,SUCCESS,3915.09
gtraces_v2,sierra.a.4_0003.champsim.gz,0.3329,200000003,600751978,SUCCESS,3925.52
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.5908,200000004,338547987,SUCCESS,4128.00
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.5949,200000005,336173121,SUCCESS,4228.56
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.5989,200000004,333935240,SUCCESS,4234.18
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.5946,200000000,336360262,SUCCESS,4240.70
gtraces_v2,sierra.a.4_0002.champsim.gz,0.2886,200000000,692991944,SUCCESS,4377.63
gtraces_v2,sierra.a.4_0001.champsim.gz,0.2831,200000005,706511057,SUCCESS,4471.71
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.6182,200000007,323531900,SUCCESS,4670.62
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2634,200000002,759408062,SUCCESS,5948.81
Graph/GAP,bc-0.trace.gz,0.2036,200000003,982352480,SUCCESS,6760.82
Graph/GAP,bc-12.trace.gz,0.1869,200000000,1070119579,SUCCESS,7193.35
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2261,200000000,884511214,SUCCESS,8180.56
ai-ml,rwkv_trace_1.champsimtrace.gz,0.1165,200000003,1717014867,SUCCESS,24508.42
