Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
gtraces_v2,sierra.a.6_0002.champsim.gz,0.4153,200000006,481562429,SUCCESS,3431.56
gtraces_v2,sierra.a.6_0001.champsim.gz,0.4132,200000003,484062015,SUCCESS,3458.35
Graph/GAP,cc-13.trace.gz,0.4141,200000002,483006991,SUCCESS,3479.44
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.6823,200000000,293110933,SUCCESS,3532.24
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4492,200000000,445234884,SUCCESS,3554.12
gtraces_v2,sierra.a.3_0000.champsim.gz,0.3909,200000006,511613417,SUCCESS,3575.33
gtraces_v2,sierra.a.6_0003.champsim.gz,0.3963,200000001,504691403,SUCCESS,3578.70
gtraces_v2,sierra.a.4_0004.champsim.gz,0.393,200000000,508920825,SUCCESS,3661.19
gtraces_v2,sierra.a.4_0000.champsim.gz,0.3671,200000002,544825904,SUCCESS,3714.89
gtraces_v2,sierra.a.4_0003.champsim.gz,0.3671,200000007,544794604,SUCCESS,3772.47
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6442,200000000,310476608,SUCCESS,3832.20
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.6721,200000000,297575841,SUCCESS,3841.41
gtraces_v2,sierra.a.4_0002.champsim.gz,0.3219,200000007,621301512,SUCCESS,4145.92
ai-ml,rwkv_trace_2.champsimtrace.gz,0.5813,200000002,344042843,SUCCESS,4214.46
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3179,200000000,629180931,SUCCESS,4228.87
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.5258,200000004,380363732,SUCCESS,4549.94
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.5215,200000005,383510706,SUCCESS,4561.87
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.524,200000000,381664271,SUCCESS,4615.09
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.6112,200000004,327211678,SUCCESS,4862.54
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2902,200000001,689096353,SUCCESS,5662.73
Graph/GAP,bc-0.trace.gz,0.2074,200000000,964547006,SUCCESS,7090.74
Graph/GAP,bc-12.trace.gz,0.1893,200000001,1056744745,SUCCESS,7581.07
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2278,200000000,877934054,SUCCESS,8623.02
