Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
gtraces_v2,sierra.a.3_0003.champsim.gz,0.4431,200000004,451401322,SUCCESS,3635.33
Graph/GAP,cc-14.trace.gz,0.4626,200000000,432307987,SUCCESS,3646.27
gtraces_v2,sierra.a.6_0000.champsim.gz,0.4463,200000000,448118045,SUCCESS,3641.76
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6376,200000005,313671840,SUCCESS,3641.48
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.7223,200000000,276897912,SUCCESS,3688.81
gtraces_v2,sierra.a.3_0004.champsim.gz,0.4304,200000001,464648036,SUCCESS,3747.12
gtraces_v2,sierra.a.6_0002.champsim.gz,0.4106,200000000,487128193,SUCCESS,3781.37
gtraces_v2,sierra.a.6_0004.champsim.gz,0.4245,200000006,471105837,SUCCESS,3816.89
gtraces_v2,sierra.a.6_0001.champsim.gz,0.4117,200000005,485815871,SUCCESS,3824.04
Graph/GAP,cc-13.trace.gz,0.4052,200000002,493615628,SUCCESS,3915.86
gtraces_v2,sierra.a.3_0000.champsim.gz,0.3846,200000006,519990844,SUCCESS,3960.22
gtraces_v2,sierra.a.6_0003.champsim.gz,0.3921,200000002,510078529,SUCCESS,3981.17
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4445,200000000,449985362,SUCCESS,4027.34
gtraces_v2,sierra.a.4_0004.champsim.gz,0.3935,200000000,508236433,SUCCESS,4023.66
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6742,200000000,296654913,SUCCESS,4041.68
gtraces_v2,sierra.a.4_0003.champsim.gz,0.3634,200000004,550424973,SUCCESS,4194.77
gtraces_v2,sierra.a.4_0000.champsim.gz,0.365,200000001,547912130,SUCCESS,4208.60
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.6735,200000007,296955937,SUCCESS,4243.14
ai-ml,rwkv_trace_2.champsimtrace.gz,0.6098,200000000,327989355,SUCCESS,4452.85
gtraces_v2,sierra.a.4_0002.champsim.gz,0.3205,200000007,624015369,SUCCESS,4538.19
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3114,200000000,642345612,SUCCESS,4643.06
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.5348,200000004,373948946,SUCCESS,4839.78
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.5325,200000001,375618043,SUCCESS,4866.27
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.5321,200000003,375879595,SUCCESS,4955.88
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.616,200000000,324688244,SUCCESS,5131.19
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2846,200000001,702848568,SUCCESS,6089.66
Graph/GAP,bc-0.trace.gz,0.2108,200000000,948559000,SUCCESS,7111.01
Graph/GAP,bc-12.trace.gz,0.1909,200000001,1047500500,SUCCESS,7620.52
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2266,200000004,882693986,SUCCESS,8652.44
ai-ml,rwkv_trace_1.champsimtrace.gz,0.1148,200000002,1741602563,SUCCESS,23707.52
