Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
SPEC17,649.fotonik3d_s-7084B.champsimtrace.xz,0.8289,200000006,241296156,SUCCESS,2729.21
gtraces_v2,yankee_0004.champsim.gz,0.4006,200000003,499197357,SUCCESS,3522.25
gtraces_v2,yankee_0001.champsim.gz,0.4032,200000000,496015761,SUCCESS,3401.72
gtraces_v2,tahoe_0004.champsim.gz,0.4841,200000000,413159308,SUCCESS,2964.94
gtraces_v2,tango_0000.champsim.gz,0.4757,200000001,420475681,SUCCESS,3088.70
gtraces_v2,yankee_0003.champsim.gz,0.412,200000007,485475542,SUCCESS,3299.15
gtraces_v2,tahoe_0001.champsim.gz,0.383,200000000,522166097,SUCCESS,3744.77
gtraces_v2,merced_0002.champsim.gz,0.439,200000006,455534383,SUCCESS,3222.84
gtraces_v2,yankee_0000.champsim.gz,0.3937,200000002,508046418,SUCCESS,3426.30
gtraces_v2,merced_0003.champsim.gz,0.4012,200000006,498518843,SUCCESS,3504.40
gtraces_v2,sierra.a.6_0004.champsim.gz,0.3779,200000004,529244029,SUCCESS,3705.26
gtraces_v2,merced_0001.champsim.gz,0.4139,200000001,483181179,SUCCESS,3445.92
gtraces_v2,sierra.a.6_0002.champsim.gz,0.3584,200000004,558082906,SUCCESS,3810.62
gtraces_v2,sierra.a.3_0002.champsim.gz,0.3871,200000000,516650055,SUCCESS,3545.91
gtraces_v2,sierra.a.3_0001.champsim.gz,0.4006,200000002,499189577,SUCCESS,3474.43
SPEC17,654.roms_s-523B.champsimtrace.xz,0.6354,200000000,314766602,SUCCESS,3240.55
gtraces_v2,sierra.a.6_0000.champsim.gz,0.3873,200000000,516384878,SUCCESS,3488.93
gtraces_v2,sierra.a.3_0003.champsim.gz,0.3567,200000004,560715878,SUCCESS,3874.28
gtraces_v2,sierra.a.6_0001.champsim.gz,0.329,200000005,607923370,SUCCESS,4049.27
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.4699,200000007,425654708,SUCCESS,3361.22
gtraces_v2,tahoe_0003.champsim.gz,0.3904,200000000,512321885,SUCCESS,3518.03
gtraces_v2,sierra.a.4_0003.champsim.gz,0.3059,200000004,653773548,SUCCESS,4326.33
gtraces_v2,sierra.a.3_0004.champsim.gz,0.3527,200000001,567120745,SUCCESS,3980.09
gtraces_v2,sierra.a.6_0003.champsim.gz,0.338,200000001,591710985,SUCCESS,3905.58
gtraces_v2,sierra.a.3_0000.champsim.gz,0.335,200000006,596945403,SUCCESS,3940.28
gtraces_v2,sierra.a.4_0004.champsim.gz,0.3033,200000000,659498330,SUCCESS,4394.13
gtraces_v2,sierra.a.4_0000.champsim.gz,0.2943,200000002,679498124,SUCCESS,4490.57
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.4764,200000006,419830428,SUCCESS,3807.10
gtraces_v2,sierra.a.4_0001.champsim.gz,0.2607,200000005,767266327,SUCCESS,4930.03
gtraces_v2,sierra.a.4_0002.champsim.gz,0.2698,200000000,741346704,SUCCESS,4571.93
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.4033,200000001,495878648,SUCCESS,4676.02
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.3543,200000007,564522324,SUCCESS,5392.67
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.1666,200000001,1200399252,SUCCESS,8320.77
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.3166,200000001,631739820,SUCCESS,5894.05
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.3064,200000003,652663184,SUCCESS,5834.42
SPEC17,619.lbm_s-2676B.champsimtrace.xz,0.3806,200000000,525432605,SUCCESS,6026.59
Graph/GAP,bc-0.trace.gz,0.1365,200000006,1465392270,SUCCESS,8742.29
Graph/GAP,bc-12.trace.gz,0.1227,200000000,1630511228,SUCCESS,9289.14
ai-ml,rwkv_trace_2.champsimtrace.gz,0.2073,200000000,964889237,SUCCESS,9298.48
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.1641,200000001,1218542281,SUCCESS,10833.77
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.1678,200000000,1191820067,SUCCESS,10773.44
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.1644,200000003,1216229284,SUCCESS,10984.39
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.2116,200000004,945017014,SUCCESS,10092.35
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.1059,200000004,1888889834,SUCCESS,12633.21
ai-ml,rwkv_trace_1.champsimtrace.gz,0.03788,200000002,5280457327,SUCCESS,55629.14
